Year,MNO,RFNSA ID,Latitude,Longitude,NBIoT700,UMTS900,UMTS2100,LTE700,LTE900,LTE1800,LTE2100,LTE2300,LTE2600,NR900,NR2100,NR2300,NR3500,NR26000,Co_funded,Co_contribution_program,Round
2024,Optus,2565005,-33.996549,150.858311,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2565006,-34.004314,150.84261,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2565007,-33.98118677,150.8661178,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2565010,-33.978323,150.849894,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2565011,-33.994452,150.822854,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2566002,-34.0283,150.8341,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2566003,-34.022033,150.843562,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2566004,-34.023543,150.823855,,Y,,,,,,,,,,,,,,,
2024,Optus,2566006,-34.02971,150.860979,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2566007,-34.037486,150.843879,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,2566009,-34.015285,150.858618,Y,,,Y,,Y,Y,,Y,,Y,,,,,,
2024,Optus,2566010,-34.01118,150.82736,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,,,,,,
2024,Optus,2567001,-34.03784,150.732541,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2567002,-34.03897,150.7613,Y,,,Y,,Y,Y,,Y,Y,Y,,,,,,
2024,Optus,2567004,-34.042634,150.736731,Y,,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2567005,-34.076776,150.748824,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,Y,,,,
2024,Optus,2567007,-34.0573,150.783707,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2567009,-34.04179,150.75261,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2567012,-34.05197205,150.7310828,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2567019,-34.040741,150.736043,,,,,,Y,,,Y,,,,,,,,
2024,Optus,2568001,-34.167963,150.697712,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,2569002,-34.168972,150.725962,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,2569003,-34.19909,150.70777,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,2570001,-34.062415,150.694031,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,2570002,-33.999857,150.696836,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,2570009,-34.08633,150.57279,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2570011,-34.09930519,150.6975983,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2570012,-34.08135,150.50125,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2570020,-34.001022,150.74001,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,
2024,Optus,2570021,-34.034604,150.653875,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,2570026,-34.065,150.7105,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2571003,-34.16725,150.61898,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2571004,-34.14215346,150.6658364,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,2571017,-34.25892,150.5213,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2573001,-34.21958913,150.5761409,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2574001,-34.311054,150.597304,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2574002,-34.27292,150.6426,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2574003,-34.28459,150.57586,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2574009,-34.36213,150.81968,Y,Y,,Y,,Y,Y,,,,Y,,,,,,
2024,Optus,2575001,-34.34092984,150.5553253,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2575002,-34.422982,150.476173,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2575003,-34.37124493,150.5367759,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2575009,-34.407,150.48664,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2575010,-34.35918,150.48021,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2575014,-34.43644,150.4624,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2575016,-34.44848,150.43348,,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2576003,-34.464568,150.428234,Y,Y,,Y,Y,Y,,,Y,,,,,,,,
2024,Optus,2576007,-34.5053059,150.4575564,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2576013,-34.49741,150.4272,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2576014,-34.48502,150.423453,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2576014,-34.484484,150.423922,,,,,,Y,Y,,Y,,Y,,,,,,
2024,Optus,2576016,-34.47698,150.44955,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2577001,-34.535537,150.314149,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2577002,-34.623047,150.694223,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2577003,-34.618204,150.202688,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2577005,-34.484361,150.343463,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2577006,-34.5795549,150.2089984,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2577008,-34.45609477,150.3672605,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2577009,-34.58014949,150.6173215,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2577010,-34.544407,150.373985,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2577011,-34.722387,150.544867,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2577013,-34.5952,150.506577,Y,Y,,Y,,,Y,,Y,,,,,,,,
2024,Optus,2577022,-34.654435,150.48996,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2577031,-34.5596,150.37395,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2578001,-34.64738488,150.2501266,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2578002,-34.65332,150.30617,Y,,,Y,,,Y,,,,Y,,,,,,
2024,Optus,2579001,-34.64623452,150.1471792,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2579002,-34.688441,150.034814,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2579003,-34.73972168,149.9287837,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2579010,-34.6212,150.3194,Y,,,Y,,,Y,,,,Y,,,,,,
2024,Optus,2580001,-34.835603,149.621119,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2580005,-34.758236,149.763084,Y,Y,,Y,,Y,Y,,Y,Y,Y,,,,,,
2024,Optus,2580006,-34.741636,149.849247,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2580008,-35.068063,149.661148,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2580013,-34.758749,149.718593,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2580015,-34.7638,149.695533,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2580016,-34.735211,149.726721,Y,Y,,Y,Y,Y,Y,,Y,,,,,,,,
2024,Optus,2580018,-34.7475,149.71298,Y,Y,,Y,,Y,,,Y,,Y,,,,,,
2024,Optus,2580018,-34.74723,149.713,Y,Y,,Y,,Y,Y,,Y,,Y,,,,,,
2024,Optus,2580023,-34.72756,149.74628,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2580035,-34.3008,149.973292,,Y,,Y,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5
2024,Optus,2581001,-34.812999,149.400485,,Y,,,,,,,,,,,,,,,
2024,Optus,2581003,-34.8244508,149.1944435,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2581004,-34.94143826,149.3888933,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2581005,-34.79904305,149.5767211,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2581011,-35.109816,149.374036,,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2581019,-34.6236,149.3547,Y,Y,,Y,,,Y,,,Y,Y,,,,Y,NSW Direct,
2024,Optus,2582002,-34.81895025,148.7290359,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2582003,-34.8276359,149.0430049,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2582004,-34.85133,148.97147,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2582005,-35.00242,149.02446,Y,Y,,Y,Y,,Y,,Y,,,,,,,,
2024,Optus,2582006,-34.812789,148.501443,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2582007,-34.778183,148.830924,Y,Y,,Y,,,Y,,Y,,,,,,,,
2024,Optus,2582013,-35.097327,149.050458,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2582015,-34.857717,148.908337,Y,Y,,Y,Y,Y,Y,,Y,,,,,,,,
2024,Optus,2582021,-34.808555,148.635849,Y,,,Y,,Y,Y,,,Y,Y,,,,,,
2024,Optus,2582024,-34.835594,148.927425,Y,,,Y,,Y,Y,,Y,Y,Y,,Y,,,,
2024,Optus,2583001,-34.454591,149.439167,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2585001,-34.63983382,148.5900423,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2586001,-34.421616,148.74968,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2586009,-34.17934,148.8279,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2587001,-34.48193293,148.1800298,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2587003,-34.40377475,148.2170884,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2587005,-34.555685,148.367315,Y,Y,,Y,,,Y,,Y,,,,,,,,
2024,Optus,2587006,-34.67242975,148.2108393,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2590001,-34.63919,148.03444,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2590003,-34.8203,147.901473,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2594001,-34.2453536,148.3701647,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2594002,-34.298908,148.306735,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2594016,-34.11513,147.87735,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2594020,-34.308975,148.286381,Y,Y,,Y,,,Y,,Y,,,,,,,,
2024,Optus,2594021,-34.270422,148.379034,Y,Y,,Y,,,Y,,,,,,,,,,
2024,Optus,2600002,-35.30451217,149.0924358,Y,Y,,Y,,Y,Y,Y,Y,,,,Y,,,,
2024,Optus,2600003,-35.302101,149.134342,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,2600004,-35.308138,149.124516,Y,Y,,Y,,Y,Y,Y,Y,,,Y,,,,,
2024,Optus,2600005,-35.29858,149.131306,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,
2024,Optus,2600006,-35.312883,149.130215,,,,,,,,Y,,,,,,,,,
2024,Optus,2600006,-35.31301,149.13089,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,
2024,Optus,2600007,-35.299295,149.12432,,Y,,,,,Y,Y,,,,,,,,,
2024,Optus,2600008,-35.280093,149.132981,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,,,,,
2024,Optus,2600010,-35.32537,149.09698,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2600011,-35.280503,149.125174,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2600012,-35.303125,149.161742,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2600013,-35.308623,149.133966,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2600016,-35.298699,149.128445,,,,,,Y,Y,,,,,,,,,,
2024,Optus,2600019,-35.313013,149.082862,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2600020,-35.300472,149.122002,,,,,,,Y,,,,,,,,,,
2024,Optus,2600026,-35.277391,149.126844,,,,,,,,Y,,,,,,,,,
2024,Optus,2600027,-35.304852,149.13561,Y,Y,,Y,,Y,Y,Y,,,Y,Y,,,,,
2024,Optus,2600028,-35.314363,149.106068,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,
2024,Optus,2600039,-35.305617,149.133911,,Y,,,,,,Y,Y,,,,,,,,
2024,Optus,2601001,-35.27534329,149.0976191,Y,Y,,Y,,,,Y,,,,,,,,,
2024,Optus,2601002,-35.2801722,149.1313611,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,,,,
2024,Optus,2601007,-35.278052,149.130035,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,
2024,Optus,2601013,-35.276718,149.132073,,Y,,,,Y,Y,Y,,,Y,Y,,,,,
2024,Optus,2601014,-35.277253,149.133165,,Y,,,,Y,,Y,Y,,,,,,,,
2024,Optus,2601016,-35.277317,149.128259,Y,,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2601018,-35.285004,149.122775,,Y,,,,Y,Y,Y,,,Y,Y,,,,,
2024,Optus,2601020,-35.281466,149.124148,,,,,,,Y,Y,,,,,,,,,
2024,Optus,2601021,-35.278114,149.125725,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2601022,-35.281466,149.124148,,,,,,,,Y,,,,,,,,,
2024,Optus,2601023,-35.277465,149.129936,,,,,,,,Y,,,,,,,,,
2024,Optus,2601024,-35.280908,149.127606,,,,,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2601026,-35.281866,149.133921,Y,,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2601035,-35.276678,149.130231,Y,Y,,Y,,Y,Y,Y,Y,,Y,,,,,,
2024,Optus,2601039,-35.282572,149.131316,Y,Y,,Y,,Y,Y,Y,Y,,Y,,,,,,
2024,Optus,2601045,-35.276678,149.130231,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,,,,,
2024,Optus,2602001,-35.25595,149.15949,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2602002,-35.258444,149.131837,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2602005,-35.25038,149.14288,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2602007,-35.23103,149.14634,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2602008,-35.249235,149.134966,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2602009,-35.269844,149.150158,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,
2024,Optus,2602010,-35.237962,149.117782,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2602011,-35.246053,149.155811,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2602033,-35.250679,149.135131,,,,,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2603001,-35.340666,149.131745,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2603002,-35.320154,149.134604,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,
2024,Optus,2603003,-35.324125,149.112489,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2603004,-35.322622,149.136852,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2603009,-35.315467,149.130081,,Y,,,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2603010,-35.311674,149.129142,,Y,,,,,Y,Y,,,,,,,,,
2024,Optus,2603011,-35.313381,149.129776,Y,Y,,Y,,,,Y,Y,,,,,,,,
2024,Optus,2604001,-35.339115,149.15449,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2604003,-35.320758,149.148292,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2604006,-35.33407,149.14565,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2605001,-35.343987,149.099774,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,2605001,-35.345619,149.101096,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2605005,-35.34527,149.100559,,,,,,,Y,,,,,,,,,,
2024,Optus,2606001,-35.33962,149.06851,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2606002,-35.35101,149.0901,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2606004,-35.344147,149.085945,Y,Y,,Y,,Y,Y,Y,Y,,,,Y,,,,
2024,Optus,2606005,-35.346294,149.08591,,,,,,Y,Y,,,,,,,,,,
2024,Optus,2606006,-35.35564,149.07092,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2606007,-35.358612,149.103051,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2606010,-35.34243,149.08443,,,,,,,,Y,,,,,,,,,
2024,Optus,2606012,-35.341358,149.084677,,Y,,,,,Y,Y,,,,,,,,,
2024,Optus,2607002,-35.380274,149.125158,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2607003,-35.37082,149.09538,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2607004,-35.3616,149.0842,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2608001,-35.283152,149.132513,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2609004,-35.323936,149.158864,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,
2024,Optus,2609006,-35.23725,149.18244,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2609007,-35.334646,149.176417,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2609009,-35.31013,149.186244,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2609012,-35.32168,149.175633,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2609015,-35.300861,149.188982,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,2609022,-35.34343,149.15841,,,,,,,,Y,,,,,,,,,
2024,Optus,2609028,-35.300451,149.199604,,,,,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2609029,-35.336735,149.178251,Y,Y,,Y,,Y,Y,Y,Y,,Y,,,,,,
2024,Optus,2609039,-35.307946,149.19072,Y,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2609040,-35.316195,149.189925,Y,Y,,Y,,Y,Y,Y,Y,,Y,,,,,,
2024,Optus,2609042,-35.306493,149.204772,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,,,,,
2024,Optus,2609044,-35.306619,149.20655,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,,,,,
2024,Optus,2611001,-35.34325,149.04912,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2611002,-35.331805,149.060896,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2611003,-35.350415,149.046852,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2611004,-35.363418,149.038027,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,2611007,-35.33145,149.025329,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2611008,-35.3035,149.03,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2611037,-35.322491,149.041658,Y,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2612001,-35.27108,149.13244,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2612009,-35.289486,149.154761,,,,,,Y,Y,,,,,,,,,,
2024,Optus,2612010,-35.270678,149.114532,Y,Y,,Y,,Y,Y,Y,Y,,Y,,,,,,
2024,Optus,2612013,-35.293706,149.15918,Y,Y,,Y,,Y,Y,Y,Y,,,Y,Y,,,,
2024,Optus,2612018,-35.274853,149.130607,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2614001,-35.258517,149.047176,Y,Y,,Y,,Y,Y,Y,,,,,Y,,,,
2024,Optus,2614002,-35.253295,149.079316,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2614004,-35.246121,149.034682,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2615001,-35.198942,149.055327,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2615002,-35.213966,149.053471,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2615003,-35.226324,149.023677,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2615005,-35.24134,149.02617,Y,Y,,Y,,,,Y,,,,,,,,,
2024,Optus,2615006,-35.199223,149.069782,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2615007,-35.189102,149.022123,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2615008,-35.208162,149.044133,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2615009,-35.224272,149.038461,,,,,,Y,Y,,,,,,,,,,
2024,Optus,2615010,-35.218049,149.007496,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2615011,-35.2305,149.05884,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2615012,-35.205491,149.027201,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,Y,,,,
2024,Optus,2616001,-35.240517,149.066139,,,,,,,,Y,Y,,,,,,,,
2024,Optus,2617003,-35.249602,149.096696,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2617004,-35.226483,149.104444,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2617005,-35.237529,149.058086,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2617006,-35.238207,149.065892,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,2617007,-35.248503,149.072773,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,2617009,-35.249798,149.103849,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2617010,-35.213327,149.086872,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2617011,-35.24143,149.070967,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2617013,-35.244633,149.065342,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,2617016,-35.253958,149.091311,Y,Y,,Y,,Y,Y,,Y,,Y,,,,,,
2024,Optus,2617017,-35.24222,149.0834,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2617024,-35.23256,149.081576,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2618001,-35.144227,149.090191,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2618002,-35.183291,149.050344,Y,Y,,Y,,,Y,Y,,,,,,,,,
2024,Optus,2619001,-35.373559,149.215363,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2619002,-35.3825043,149.1993956,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2620001,-35.141451,149.149641,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2620005,-35.353211,149.231815,Y,,,Y,,Y,Y,,Y,Y,Y,,,,,,
2024,Optus,2620007,-35.38959,149.173517,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,2620008,-35.351632,149.20901,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,2620011,-35.567084,149.177358,Y,Y,,Y,,Y,Y,,,Y,Y,,,,,,
2024,Optus,2620012,-35.741078,149.14944,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2620013,-35.35123,149.21667,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,2620014,-35.343253,149.246947,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2620021,-35.22751,149.24869,Y,,,Y,,Y,Y,,,Y,Y,Y,,,,,
2024,Optus,2620026,-35.21522,149.33322,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,2620027,-35.200777,149.190464,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,2620029,-35.409397,149.221007,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,2620031,-35.016039,149.279059,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2620042,-35.352349,149.235327,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,,,,,
2024,Optus,2620054,-35.515487,148.922133,,Y,,Y,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5
2024,Optus,2621004,-35.150235,149.289397,Y,Y,,Y,,Y,Y,,Y,Y,Y,,,,,,
2024,Optus,2621005,-35.304194,149.394995,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2621008,-35.256919,149.567321,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2621009,-35.261881,149.44138,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2621014,-35.216111,149.385,Y,Y,,Y,,Y,Y,,,Y,Y,Y,,,,,
2024,Optus,2622013,-35.45536,149.77207,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,2622014,-35.5635,149.737,Y,Y,,Y,,Y,Y,,,Y,Y,,,,Y,NSW Direct,
2024,Optus,2623001,-35.59758,149.44144,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,2624001,-36.386133,148.392836,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,2624001,-36.386133,148.392836,Y,,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2624002,-36.41058,148.41914,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2624005,-36.405403,148.409622,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,2625001,-36.493556,148.287743,Y,Y,,Y,,Y,Y,,Y,Y,Y,,,,,,
2024,Optus,2625005,-36.50132,148.30086,Y,Y,,Y,,Y,Y,,Y,Y,Y,,Y,,,,
2024,Optus,2626004,-35.899516,149.156182,,Y,,Y,,,,,Y,,,,,,,,
